Frames,Tail_X,Tail_Y,Tail_L,Body1_X,Body1_Y,Body1_L,Body2_X,Body2_Y,Body2_L,Body3_X,Body3_Y,Body3_L,Head_X,Head_Y,Head_L,avg_dist_vel,jittery,distance_surface,avg_acc,angle
2585.0,264.29233,1758.2025,0.14785178,735.41376,822.5976,0.26243946,743.8891,852.1862,0.3907369,748.9758,871.8367,0.35415602,764.3649,904.44775,0.3026429,,0,,,
2586.0,265.0361,1758.808,0.17519999,732.03906,822.6394,0.17453888,739.0404,842.4624,0.31058335,744.9855,874.3649,0.35026297,759.6101,905.463,0.35758218,,0,,,
2587.0,265.07217,1758.0022,0.19021061,725.4088,825.8847,0.16222288,737.74146,851.55035,0.26673922,744.01025,875.57086,0.26932642,766.8603,908.5172,0.47697803,,0,,,
2588.0,264.76523,1758.6124,0.19415452,725.5963,826.66925,0.171306,737.2517,858.4937,0.24279612,739.98785,879.97095,0.3608341,766.0394,916.81165,0.34789476,,0,,,
2589.0,264.6346,1756.7664,0.17858775,724.9329,825.78906,0.121306024,736.0044,858.1163,0.26602542,739.5054,880.48706,0.32586333,768.0806,918.51996,0.3454803,,0,,,
2590.0,264.87982,1757.2544,0.20073402,724.5748,835.3778,0.12529446,734.21326,866.32367,0.24532099,737.7124,883.38086,0.33785316,769.07324,920.1202,0.35391724,,0,,,
2591.0,262.5495,1755.4164,0.19658087,723.80475,838.3974,0.15564944,731.6608,867.4193,0.278776,735.6581,884.1917,0.33658907,769.599,921.5981,0.34284678,,0,,,
2592.0,264.62558,1757.776,0.20544271,723.5217,838.00226,0.15803015,630.4043,1873.362,0.21741226,733.66754,888.1124,0.28477618,746.10205,914.5097,0.18797053,,0,,,
2593.0,264.73746,1758.1238,0.17432852,723.16187,852.7726,0.16153324,731.41205,874.93146,0.26861453,733.86456,890.6953,0.28333256,745.721,919.0004,0.19519131,,0,,,
2594.0,264.49368,1758.1842,0.15503202,719.98,859.5257,0.2112591,727.0693,870.6885,0.2000615,729.86707,891.05414,0.30393526,744.377,918.2661,0.19294886,,0,,,
2595.0,265.33432,1759.5511,0.20768641,716.1969,863.6882,0.20832182,725.6521,872.50037,0.17417735,728.50323,895.08984,0.2897048,751.39374,921.65765,0.18256064,,0,,,
2596.0,265.20575,1759.1549,0.19924247,719.8861,860.7324,0.17477104,723.04706,871.44916,0.18184789,724.52313,893.07404,0.3015241,752.5571,922.5478,0.24994153,,0,,,
